Price,Bedrooms,Bathrooms,Size
R795000,1,1,33m²
R795000,1,1,33m²
R7999999,3,2,162m²
R1125000,N/A,1,24m²
R23495000,4,3.5,1629m²
R7800000,3,3,458m²
R795000,2,2,181m²
R3500000,2,2,210m²
R6300000,2,2,120m²
R5250000,2,2.5,108m²
R4950000,2,2,100m²
R2600000,1,1,41m²
R2495000,3,2,445m²
POA,4,2,1026m²
R8750000,3,2.5,495m²
R5250000,N/A,N/A,139m²
R7499995,3,3,433m²
R1950000,3,2,630m²
R3250000,3,2,209m²
R3475000,1,1,65m²
R650000,2,1,98m²
N/A,N/A,N/A,N/A
R28500000,4,4,677m²
R1499000,3,1,255m²
R995000,2,1,55m²
R2595000,2,1,91m²
R5500000,3,2,243m²
R850000,1,1,N/A
R2395000,2,1.5,N/A
R4995000,2,2,121m²
R1175000,2,1,56m²
R1395000,1,1,60m²
R2700000,N/A,N/A,95m²
R1695000,4,1,351m²
R25500000,5,5,2000m²
R8500000,N/A,N/A,5919m²
R6050000,2,2,86m²
R4995000,2,2,121m²
R5995000,3,3,109m²
R2100000,N/A,1,35m²
R2995000,2,1,88m²
R2400000,1,1,41m²
R1900000,4,2,N/A
N/A,N/A,N/A,N/A
R10995000,3,3.5,594m²
R7700000,2,2,100m²
R1495000,1,1,45m²
R3995000,N/A,N/A,96m²
R1765000,1,1,30m²
R25000000,2,2,188m²
R3150000,1,1,47m²
R2650000,2,2,68m²
R1390000,1,1,59m²
R2900000,8,3,777m²
R1875000,3,2,194m²
R1295000,2,1,76m²
R49999000,N/A,N/A,3812m²
R26900000,N/A,N/A,812m²
R1765000,1,1,30m²
R599000,N/A,1,106m²
R5995000,5,4,700m²
R2450000,2,2,91m²
R2850000,2,1,93m²
R10350000,7,7,404m²
R2300000,3,2,200m²
N/A,N/A,N/A,N/A
R6900000,N/A,N/A,1910m²
R480000,2,1,100m²
R2290000,3,2,513m²
R2260000,3,2,246m²
R825000,3,1,340m²
R4199000,4,3,221m²
R2150000,1,1,47m²
R2850000,4,2,334m²
POA,4,2,542m²
R4350000,N/A,N/A,400m²
R895000,1,1,35m²
R3200000,2,1,72m²
R1450000,2,2,116m²
R2250000,1,1,67m²
R2895000,2,3,125m²
R480000,2,1,100m²
R2450000,1,1,73m²
R6495000,4,4,197m²
R1195000,1,1,94m²
R2250000,1,1,55m²
R2450000,1,2,58m²
N/A,N/A,N/A,N/A
R2460000,N/A,N/A,240m²
R2590000,N/A,N/A,3977m²
R4895000,2,2,86m²
R1105000,0.5,1,26m²
R2590000,N/A,N/A,3977m²
R1800000,2,1,197m²
R2995000,1,1,83m²
R550000,1,1,198m²
R1649000,3,2,176m²
R1750000,0.5,1,28m²
R1599000,2,1,90m²
R3250000,1,1.5,84m²
R1899000,3,1,495m²
R3295000,4,4,540m²
R1088000,N/A,N/A,64m²
R3700000,N/A,N/A,100m²
R950000,2,1,300m²
R39000000,5,6,1512m²
R2395000,1,1,68m²
R2100000,2,1,63m²
R1800000,3,1,395m²
N/A,N/A,N/A,N/A
R11000000,4,2,513m²
R890000,2,1,45m²
R3200000,4,2,554m²
R1795000,1,1,43m²
R29950000,5,6.5,915m²
R18400000,4,2.5,N/A
R35000000,N/A,N/A,3205m²
R5950000,3,2.5,604m²
R2330000,3,2,616m²
R1650000,2,1,87m²
R745000,2,1,55m²
R2695000,2,1,80m²
R43000000,4,4,436m²
R1680000,1,1,43m²
R4600000,N/A,N/A,206m²
R9000000,N/A,N/A,700m²
R1650000,2,1,84m²
R649000,1,1,27m²
R2800000,8,8,322m²
R2199000,4,2,492m²
R2330000,3,2,616m²
N/A,N/A,N/A,N/A
R6500000,2,2,125m²
R4000000,2,2,116m²
R1395000,3,1,328m²
R500000,3,1,161m²
R2495000,2,2,76m²
R8950000,7,4,761m²
R1425000,1,1,60m²
R1795000,1,1,50m²
R10200000,5,3,989m²
R1280000,2,1,201m²
R3550000,2,2,79m²
R1999000,4,1,496m²
R2850000,2,1,123m²
R2995000,2,2.5,103m²
R1699000,4,2,187m²
R580000,2,1,N/A
R1699000,4,2,187m²
R789000,2,1,44m²
R12950000,5,5,728m²
R21000000,N/A,N/A,1222m²
R10500000,N/A,N/A,985m²
N/A,N/A,N/A,N/A
R3795000,4,2,N/A
R850000,3,1,390m²
R1450000,1,1,48m²
R660000,1,1,30m²
R1825000,3,3,4050m²
R1450000,3,2,284m²
R1944000,N/A,N/A,109m²
R15525000,2,2,146m²
R1850000,1,1,55m²
R23500000,4,4,892m²
R1300000,3,1,227m²
R660000,1,1,30m²
R2295000,4,3,498m²
R7850000,4,2,250m²
R3995000,3,1,447m²
R1050000,1,1,67m²
R3098000,3,2,103m²
R1095000,1,1,52m²
R1150000,2,1,80m²
R9000000,N/A,N/A,3ha
R2600000,2,1,70m²
N/A,N/A,N/A,N/A
R2490000,1,1,49m²
R740000,2,1,55m²
R6800000,2,2,97m²
R740000,2,1,55m²
R995000,3,1,351m²
R53000000,N/A,N/A,2100m²
R2590000,3,2.5,151m²
R4000000,2,2,115m²
R14499000,4,7,484m²
R2800000,N/A,N/A,144m²
R3100000,4,2,495m²
R2700000,5,4,260m²
R3750000,2,1,120m²
R2595000,2,1.5,240m²
R5495000,3,2,128m²
R2990000,2,1,75m²
R2199000,4,2,481m²
R3650000,1,1,52m²
R32000000,3,3,222m²
R480000,1,1,26m²
R8900000,3,2,312m²
N/A,N/A,N/A,N/A
R2195000,4,3,526m²
R1595000,N/A,1,27m²
R1589000,2,2,59m²
R1629000,2,2,58m²
R4395000,4,3,535m²
R2495000,2,1.5,128m²
R8700000,2,2,128m²
R1900000,N/A,N/A,93m²
R3195000,5,2,625m²
R2495000,3,2,N/A
R4250000,3,2.5,328m²
R2550000,3,1,4000m²
R8700000,2,2,128m²
R1995000,2,1,84m²
R4595000,4,2,314m²
R2295000,2,1,63m²
R3995000,2,2,101m²
R17950000,N/A,N/A,324m²
R2995000,3,1,185m²
R12800000,4,2,924m²
R4069000,1,1,66m²
N/A,N/A,N/A,N/A
R2350000,N/A,N/A,40m²
R6600000,3,2,221m²
R1095000,1,1,56m²
R1950000,1,1,29m²
R1450000,1,1,N/A
R2200000,2,1,67m²
R2595000,6,4,496m²
R17000000,N/A,N/A,4081m²
R995000,3,1,N/A
R980000,2,1,56m²
R1780000,5,2,223m²
R1995000,1,1,70m²
R2300000,1,1,48m²
R2545000,3,1,627m²
R85000000,6,9,1156m²
R1750000,3,1.5,402m²
R3400000,2,1,70m²
R16750000,N/A,N/A,1001m²
R899000,2,1,57m²
R17000000,N/A,N/A,4081m²
R2395000,2,2,150m²
N/A,N/A,N/A,N/A
R107000000,6,6.5,8094m²
R1100000,N/A,N/A,624m²
R17950000,3,3.5,257m²
R1900000,1,1,49m²
R925000,2,1,60m²
R2250000,2,1,66m²
POA,2,2,92m²
R5400000,3,1.5,133m²
R1795000,2,1,86m²
R9750000,4,4.5,577m²
R1698000,1,1,29m²
R3395000,0.5,1,35m²
R1900000,1,1,49m²
R27900000,5,6,756m²
R1595000,3,1.5,341m²
R7500000,4,3.5,1111m²
R2150000,3,2.5,321m²
R4200000,3,3,90m²
R1950000,4,2,347m²
R1549000,3,2,330m²
R10500000,3,3,216m²
N/A,N/A,N/A,N/A
R2600000,1,1,51m²
R3500000,2,1,100m²
R600000,2,1,38m²
R1650000,1,1,60m²
R945000,2,1,70m²
R1995000,3,2.5,118m²
R895000,2,1,43m²
R1395000,1,1,N/A
R1375000,3,2,347m²
R1800000,1,1,57m²
R9750000,2,2.5,132m²
R42000000,N/A,N/A,5007m²
R4800000,3,2,105m²
R4800000,3,2,105m²
R1199999,2,1,73m²
R6450000,2,2.5,187m²
R549000,1,1,33m²
R6900000,N/A,N/A,71810m²
R2500000,N/A,N/A,109m²
R95536000,N/A,N/A,3412m²
R34000000,3,3,252m²
N/A,N/A,N/A,N/A
R13350000,5,3.5,445m²
R735000,1,1,N/A
R12995000,3,3,673m²
R3180000,N/A,N/A,96m²
R4810000,N/A,N/A,148m²
R3850000,3,2,967m²
R1350000,2,1,96m²
R3200000,N/A,N/A,773m²
POA,N/A,N/A,1652m²
R1250000,2,1,52m²
R4250000,3,2.5,130m²
R9250000,N/A,N/A,799m²
R1495000,2,2,66m²
R4250000,3,2.5,130m²
R35000000,N/A,N/A,3215m²
R8500000,4,4,674m²
R1495000,1,1,53m²
R1100000,N/A,1,60m²
R2150000,2,1,75m²
R699000,1,1,N/A
R2495000,1,1,59m²
N/A,N/A,N/A,N/A
R1995000,2,1.5,73m²
R16700000,10,12,250m²
R11950000,4,5,496m²
R35000000,N/A,N/A,3215m²
R1258678,1,1,41m²
R3900000,5,5,495m²
R1250000,N/A,1,29m²
R1258678,1,1,41m²
R1795000,4,2,588m²
R14500000,4,5,625m²
R2395000,4,2,160m²
R19000000,3,3.5,186m²
R1050000,3,2,231m²
R1500000,2,1,N/A
R1995000,0.5,1,39m²
R950000,1,1,39m²
R5125000,2,2.5,152m²
R650000,1,1,36m²
R4000000,2,1.5,155m²
R5250000,3,1,310m²
R1899000,3,1,78m²
N/A,N/A,N/A,N/A
R650000,2,1,55m²
R1250000,0.5,1,N/A
R4500000,3,3,495m²
R12850000,3,3.5,542m²
R2200000,0.5,1,43m²
R1100000,3,2,88m²
R1395000,1,1,43m²
R2200000,N/A,N/A,129m²
R10990000,1,1,4479m²
R965000,2,1,N/A
R2795000,4,2,496m²
R9950000,N/A,N/A,3884m²
R1595000,2,1,90m²
R2200000,0.5,1,43m²
R1100000,1,1,41m²
R10695000,3,2,158m²
R1900000,4,2,487m²
R1700000,2,1,54m²
R8950000,N/A,N/A,443m²
R2475500,1,1,53m²
R1045000,1,1,32m²
N/A,N/A,N/A,N/A
R5500000,2,2,120m²
R1100000,1,1,55m²
R1495000,3,2,222m²
R699000,2,1,44m²
R1445000,2,1,57m²
R2150000,2,1,98m²
R2450000,2,2,92m²
R1750000,4,2,N/A
R2850000,1,1,45m²
R7450000,2,2.5,92m²
R9990000,3,3.5,203m²
R1850000,4,1,N/A
R95000000,5,7.5,2051m²
R1995000,1,1,47m²
R3295000,2,1,79m²
R2450000,2,2,92m²
R1700000,0.5,1,32m²
R1395000,3,1,469m²
R16650000,5,3,987m²
R1595000,3,1,459m²
R1395000,1,1,43m²
N/A,N/A,N/A,N/A
R4200000,N/A,N/A,337m²
R6325000,2,2,85m²
R4995000,1,1,N/A
R3250000,1,1,73m²
R5250000,2.5,2,121m²
R2250000,2,1.5,111m²
R11750000,2,2.5,336m²
R18500000,8,5,4810m²
R24310500,N/A,N/A,853m²
R1999000,3,1,500m²
R1250000,2,1,N/A
R25750000,6,8,4046m²
R16250000,2,2,174m²
R4200000,N/A,N/A,337m²
R2995000,4,2,531m²
R1200000,2,1,N/A
R4500000,4,2,632m²
R21000000,N/A,N/A,1222m²
R1731000,2,1,41m²
R1100000,2,1,42m²
R1195000,1,1,52m²
N/A,N/A,N/A,N/A
R5744250,N/A,N/A,130m²
R2850000,5,4,837m²
R1795000,1,1,61m²
R3100000,5,2,721m²
R1600000,3,1,496m²
R20950000,3,3,416m²
R1890000,2,1,70m²
R9000000,2,2,112m²
R1780000,2,1,81m²
R5590000,4,2.5,1119m²
R1890000,2,1,70m²
R15995000,2,2,118m²
R3000000,N/A,N/A,7846m²
R2850000,3,2,132m²
R13950000,2,2,148m²
R2020000,N/A,N/A,101m²
R7995000,3,2,125m²
R1650000,2,1,162m²
R1750000,2,1,58m²
R1995000,0.5,1,40m²
R14495000,2,2,140m²
N/A,N/A,N/A,N/A
R3495000,4,3,509m²
R2195000,6,3,616m²
R4500000,2,2,97m²
R1650000,N/A,N/A,144m²
R7500000,3.5,3.5,518m²
R4950000,2,2.5,84m²
R2195000,2,1,120m²
R5499900,4,2.5,156m²
R1895000,3,1,97m²
R3495000,2,2,81m²
R2495000,2,1,63m²
R1595000,1,1,49m²
R890000,2,1,44m²
R1750000,2,1,94m²
R4500000,2,2,99m²
R25900000,5,5.5,4000m²
R2800000,5,3,497m²
R1595000,1,1,49m²
R4600000,2,1,93m²
R5995000,2,2,N/A
R4300000,1,1,53m²
N/A,N/A,N/A,N/A
R2150000,3,1,528m²
R3995000,2,2.5,94m²
R5830000,2,2,89m²
R1488000,1,1,36m²
R14895000,N/A,N/A,827m²
R8000000,1,1,N/A
R1295000,0.5,1,32m²
R1249000,1,1,61m²
R2100000,3,3.5,184m²
R2600000,2,2,70m²
R669000,2,1,38m²
R3500000,N/A,N/A,2ha
R1249000,1,1,61m²
R32000000,4,4.5,1204m²
R2250000,1,1,56m²
R6995000,3,2.5,137m²
R4800000,2,3,99m²
R3895000,N/A,N/A,297m²
R5895000,2,2,95m²
R1695000,2,2,91m²
R1149000,2,1,160m²
N/A,N/A,N/A,N/A
R6595000,2,2,143m²
R1795000,2,1,81m²
R5980000,2,2,87m²
R2150000,N/A,N/A,40m²
R2600000,N/A,N/A,940m²
R2795000,3,2,508m²
R2600000,2,1.5,124m²
R3695000,1,1,66m²
R1950000,0.5,1,36m²
R849000,2,1,N/A
R1280000,5,3,231m²
R1395000,2,1,87m²
R8095000,3,2,160m²
R13000000,10,9,1549m²
R3695000,1,1,66m²
R15995000,2,2.5,141m²
R7000000,N/A,N/A,N/A
POA,N/A,N/A,N/A
R14500000,3,2,446m²
R1320000,1,1,31m²
R2795000,1,1,84m²
N/A,N/A,N/A,N/A
R1700000,0.5,1,43m²
R1950000,N/A,N/A,N/A
R2599000,4,3,496m²
R1499000,4,2,206m²
R995000,2,2,82m²
R2695000,1,1,66m²
R5000000,3,2,115m²
R1195000,2,1,91m²
R795000,2,1,49m²
R1685000,2,1,N/A
R9995000,5,5,754m²
R1700000,0.5,1,43m²
R1695000,1,1,46m²
R4700000,2,2,77m²
R5995000,5,3,1115m²
R3750000,4,1.5,575m²
R2799000,2,2.5,208m²
R28750000,5,6,566m²
R2550000,4,1.5,595m²
R6295000,3,2,108m²
R1895000,1,1,65m²
N/A,N/A,N/A,N/A
R1299000,2,1,150m²
R12000000,N/A,N/A,544m²
R2097000,2,2,N/A
R860000,2,2,235m²
R3995000,N/A,N/A,393m²
R2900000,3,2.5,381m²
R4200000,2,2,124m²
R3500000,2,2,93m²
R499000,2,1,52m²
R2900000,3,2.5,381m²
R2874000,1,1,55m²
R13300000,N/A,N/A,614m²
R820000,2,1,50m²
R1495000,N/A,1,51m²
R1150000,3,1,75m²
R1650000,1,1,39m²
R3100000,1,1,88m²
R23000000,4,4.5,701m²
R2700000,1,1,51m²
R3900000,2,2,100m²
R4195000,3,2,694m²
N/A,N/A,N/A,N/A
R1999000,N/A,N/A,496m²
POA,N/A,N/A,7139m²
R3295000,2,1,67m²
R4395000,2,1,228m²
R1950000,3,2,218m²
R2195000,4,2,504m²
R1995000,2,1,63m²
R2495000,4,2,560m²
R1085000,1,1,40m²
R5495000,2,2,73m²
R4950000,3,2,N/A
R1985000,1,1,42m²
R10350000,3,3.5,257m²
R2345000,3,2,271m²
R1575000,1,1,42m²
R4250000,1,1,95m²
R2500000,4,2,330m²
R5450000,3,2,478m²
R1950000,3,2,218m²
R8000000,3,2,155m²
R3750000,3,2,125m²
N/A,N/A,N/A,N/A
R5195000,N/A,N/A,2181m²
R17950000,7,8,324m²
R1100000,2,1,54m²
R15950000,4,3.5,651m²
R1600000,0.5,1,36m²
R7950000,5,4.5,786m²
R2500000,1,1,51m²
R1950000,1,1,55m²
R4895000,8,5,1054m²
R15250000,4,3,212m²
R1995000,2,2,219m²
R1675000,N/A,N/A,1113m²
R5980000,2,2,63m²
R7295000,3,3.5,150m²
R17500000,4,2,1691m²
R1600000,0.5,1,36m²
R1300000,2,1,49m²
R1995000,1,1,40m²
R1720000,2,1,102m²
R2495000,3,1.5,132m²
R8500000,N/A,N/A,1134m²
N/A,N/A,N/A,N/A
R790000,4,2,300m²
R2650000,1,1,60m²
R2289600,2,1,65m²
R5100000,N/A,N/A,256m²
R2050000,2,1.5,69m²
R650000,2,1,N/A
R350000,2,1,N/A
R750000,2,1,52m²
R1690000,3,1,161m²
R2380000,4,2,700m²
R799000,2,1,52m²
R1789000,2,2,99m²
R3495000,4,3.5,496m²
R1050000,1,1,73m²
R1795000,3,2,141m²
R9950000,4,2.5,2058m²
R5100000,N/A,N/A,256m²
R69000000,5,4,403m²
R11600000,4,3.5,816m²
R3500000,5,2.5,565m²
R1895000,N/A,1,35m²
N/A,N/A,N/A,N/A
R3750000,2,2,83m²
R13950000,5,3,1354m²
R4650000,3,3,623m²
R2995000,1,1,89m²
R2100000,3,2,426m²
R1199999,0.5,1,23m²
R1795000,2,1,3703m²
R2350000,N/A,1,41m²
R24995000,5,4.5,4048m²
R1199000,1,1,40m²
R3995000,N/A,N/A,9.6ha
R1349000,2,1,65m²
R2295000,1,1,62m²
R6750000,2,2,130m²
R1199999,0.5,1,23m²
R6850000,2,2,154m²
R4500000,3,2.5,103m²
R1699000,2,2,142m²
R1095000,1,1,39m²
R1550000,5,2,468m²
R7950000,N/A,N/A,N/A
N/A,N/A,N/A,N/A
R6499000,N/A,N/A,1090m²
R1280000,6,2,315m²
R1600000,7,5,286m²
R1600000,7,3,430m²
R11500000,2,2,126m²
R1600000,6,3,275m²
R2795000,4,3,495m²
R3550000,2,2,86m²
R7150000,4,2,677m²
R2595000,2,1,142m²
R2150000,2,1,61m²
R5250000,3,2.5,215m²
R4750000,2,2.5,139m²
R2695000,2,2,86m²
R11500000,2,2,126m²
R1490000,2,2,543m²
R6200000,2,2.5,N/A
R6450000,2,2,76m²
R31950000,4,5.5,726m²
R1950000,3,2,112m²
R1950000,0.5,1,42m²
N/A,N/A,N/A,N/A
R4400000,2,2,95m²
R4950000,3,2,96m²
R21562500,2,2,161m²
R1650000,1,1,59m²
R1995000,2,1,N/A
R2990000,1,1,54m²
R2390000,N/A,N/A,N/A
R750000,2,1,254m²
R1143000,1,1,25m²
R839000,3,1,76m²
R2995000,4,2,464m²
POA,N/A,N/A,502m²
R550000,3,2,588m²
R7795000,4,3.5,198m²
R2750000,4,3,508m²
R1750000,2,1,71m²
R2295000,1,1,76m²
R2950000,1,1,51m²
R8995000,5,6,1327m²
POA,5,4,816m²
R750000,2,1,254m²
N/A,N/A,N/A,N/A
R20950000,3,3,415m²
R5800000,2,2,85m²
R1495000,3,2,198m²
R2100000,4.5,3,621m²
R750000,2,1,N/A
R2950000,1,1,54m²
R24000000,3,3,266m²
R5150000,2,2,85m²
R16675000,3,3,146m²
R8700000,4,4,235m²
R17995000,4,4.5,650m²
R1599000,3,1,N/A
R29995000,6,9,4014m²
R2100000,3,1.5,141m²
R1295000,2,1,N/A
R84000000,4,4,665m²
R3150000,2,2,86m²
R29995000,6,9,4014m²
R549900,1,1,22m²
R10995000,2,2.5,135m²
R5950000,4,3.5,790m²
N/A,N/A,N/A,N/A
R5850000,3,3,227m²
R1999000,2,2,N/A
R550000,2,1,N/A
R1850000,5,3,489m²
R7500000,2,2,96m²
R1850000,1,1,62m²
R1350000,2,1,501m²
R4495000,3,2,87m²
R5850000,3,3,227m²
R5295000,3,2,90m²
R8200000,4,3,982m²
R25000000,4,4,421m²
R3600000,2,2,93m²
R1695000,N/A,1,42m²
R5650000,5,4,909m²
R1495000,1,1,48m²
R11995000,3,2.5,750m²
R4300000,N/A,N/A,343m²
R4950000,3,2,96m²
R1750000,1,1,66m²
R3450000,4,3,446m²
N/A,N/A,N/A,N/A
R2995000,1,2,64m²
R3950000,2,1,77m²
R3300000,4,2,447m²
R2395000,1,1,52m²
R6150000,4,3,1623m²
R1850000,1,1,N/A
R2750000,4,3,496m²
R4695000,2,2,90m²
R1100000,3,2,213m²
R160000000,N/A,N/A,6538m²
R2600000,2,2,70m²
R2750000,1,1,54m²
R53000000,N/A,N/A,1200m²
R999500,1,1,57m²
R1650000,1,1,41m²
R2150000,2,2,106m²
R4800000,2,1,97m²
R42000000,6,6.5,7708m²
R4350000,3,3,628m²
R4800000,2,1,97m²
R695000,3,1,176m²
N/A,N/A,N/A,N/A
R5500000,3,3,272m²
R3950000,3,2,496m²
R1295000,1,1,N/A
R6325000,2,2,86m²
R2600000,1,2,N/A
R2275000,2,1,130m²
R21500000,4,3.5,942m²
R5495000,1,1,70m²
R1850000,2,1,153m²
R1485000,0.5,1,42m²
R2995000,2,1,80m²
R23500000,3,3.5,312m²
R18950000,3,4,411m²
R1430000,3,1.5,734m²
R1290000,2,1,263m²
R1995000,3,3,520m²
R2300000,2,1,77m²
R18000000,4,3.5,800m²
R1999000,8,3,560m²
R1199000,3,1.5,456m²
R2995000,2,1,80m²
N/A,N/A,N/A,N/A
R7350000,4,2.5,504m²
R1750000,3,1,236m²
POA,10,10,833m²
R2895000,1,1,44m²
R6212000,N/A,N/A,486m²
R1390000,4,1,674m²
R2650000,3,2,495m²
R2790000,4,2,495m²
R16995000,1,2,147m²
R1395000,1,1,N/A
R1750000,3,1,236m²
R1950000,1,1,77m²
R850000,1,1,44m²
R9950000,3,2,136m²
R1275000,1,1,N/A
R1340000,2,1.5,51m²
R3000000,1,1,52m²
R2250000,1,1,45m²
R2395000,1,1,41m²
R950000,2,1,75m²
R1995000,3,2,495m²
N/A,N/A,N/A,N/A
R22750000,3,3.5,N/A
R1595000,3,3,91m²
R5495000,N/A,N/A,1000m²
R6450000,3,2,201m²
R7995000,3,2.5,170m²
R4900000,N/A,N/A,179m²
R19995000,3,3,287m²
R19648000,N/A,N/A,700m²
R3100000,0.5,1,39m²
R7100000,18,8,595m²
R2695000,2,1,84m²
R5750000,3,3,160m²
R2385000,3,1,N/A
R1375000,2,1,76m²
R1100000,2,1,N/A
R800000,2,1,281m²
R4995000,3,3,825m²
R5600000,3,2,496m²
R6995000,3,2,283m²
R5495000,N/A,N/A,1000m²
R1020000,3,2,260m²
N/A,N/A,N/A,N/A
R2280000,2,2,223m²
R1050000,1,1,54m²
R1450000,1,1,51m²
R1850000,0.5,1,63m²
R11950000,4,4.5,1031m²
R4495000,3,1,694m²
R9900000,N/A,N/A,21.65ha
R2999000,1,1,51m²
R2350000,1,1,72m²
R1180000,1,1,52m²
R1950000,2,1,86m²
R2559000,1,1,51m²
R6950000,3,3,142m²
R1850000,0.5,1,63m²
R2765000,1,1,52m²
R14500000,4,5.5,493m²
R40000000,6,5.5,7353m²
R6750000,4,3,221m²
R10950000,4,5.5,4660m²
R4995000,4,3,237m²
R3495000,3,3,204m²
N/A,N/A,N/A,N/A
POA,5,2.5,914m²
POA,5,2.5,914m²
R1850000,2,1,82m²
R2195000,0.5,1,47m²
R730000,2,1,38m²
R1549000,1,1,N/A
R29000000,4,4.5,393m²
R4650000,2,2,121m²
R2999000,5,3,500m²
R10500000,N/A,N/A,1043m²
R2650000,3,1,206m²
R790000,2,1,84m²
R1650000,2,1,183m²
R9500000,N/A,N/A,1500m²
R2195000,1,1,55m²
R7420000,N/A,N/A,600m²
R48995000,4,4.5,4000m²
R2495000,1,2,60m²
R11500000,4,3.5,1725m²
R4900000,3,2,125m²
R4295000,2,2,90m²
N/A,N/A,N/A,N/A
R7650000,3,3,241m²
R468000,N/A,1,31m²
R4295000,1,1,70m²
R10550000,3,3,181m²
R5500000,3,2,96m²
R27999000,3,3.5,221m²
R1050000,2,1,240m²
R3900000,3,2,892m²
R1490000,2,1,127m²
R1950000,4,3,487m²
R6650000,2,2,170m²
R7950000,4,4.5,935m²
R1380000,3,1,466m²
R3249000,2,2,150m²
R11500000,3,3,674m²
R10550000,3,3,181m²
R2495000,4,2,371m²
R3250000,3,2,625m²
R1499000,1,1,50m²
R4650000,1,1.5,69m²
R1650000,3,1,76m²
N/A,N/A,N/A,N/A
R21500000,4,3.5,747m²
R1950000,2,2,N/A
R3300000,2,2,100m²
R2995000,4,3,324m²
R5999000,3,3,557m²
R2495000,1,1,46m²
R930000,2,2,48m²
R670000,2,1,53m²
R15000000,5,4,873m²
R2700000,3,2,350m²
R1845000,2,1,154m²
R10800000,5,4.5,660m²
R620000,2,1,47m²
R1050000,1,1,43m²
R1850000,2,1,255m²
R4950000,3,2,263m²
R2200000,2,2,65m²
R10900000,2,3,204m²
R29950000,3,3.5,300m²
R2750000,3,2,215m²
R29950000,3,3.5,300m²
N/A,N/A,N/A,N/A
R1495000,2,2,57m²
R1695000,2,1,78m²
R2895000,1,1,53m²
R3750000,2,1,110m²
R1400000,2,1,61m²
R2650000,1,1,50m²
R14995000,3,3,188m²
R1289000,2,1,56m²
R1899000,3,1,334m²
R25950000,4,4.5,699m²
R1695000,4,3,522m²
R1899000,3,1,78m²
R4500000,3,2,328m²
R1289000,2,1,56m²
R990000,2,2,74m²
R8995000,3,3.5,613m²
R839000,2,1,50m²
R14750000,2,2,111m²
R2885000,1,1,64m²
R3850000,4,3,200m²
R3650000,2,1.5,110m²
N/A,N/A,N/A,N/A
R3595000,3,2,138m²
R2300000,N/A,N/A,109m²
R18950000,4,4.5,461m²
R1430000,0.5,1,43m²
R10700000,3,3,1350m²
R2095000,0.5,1,26m²
R3095000,1,1,60m²
R2995000,3,3,591m²
R2195000,3,3,163m²
R1499000,4,2,329m²
R2490000,1,1,62m²
R2195000,3,3,163m²
R6100000,2,2,105m²
R16200000,3,3,642m²
R5495000,2,2,85m²
R1350000,0.5,1,22m²
R3950000,3,3,549m²
R1495000,1,1,60m²
R13860000,N/A,N/A,693m²
R1439000,3,1,N/A
R1500000,3,2,442m²
N/A,N/A,N/A,N/A
R15000000,N/A,N/A,827m²
R1495000,2,2,N/A
R1525000,2,1,67m²
R2290000,5,3,624m²
R1599000,4,4,491m²
R4500000,5,3,N/A
R2490000,3,2,620m²
R1495000,2,2,N/A
R5250000,3,2.5,243m²
R8800000,2,2,166m²
R4295000,2,1,117m²
R21995000,4,3.5,669m²
R1695000,1,1,60m²
R4900000,2,2,94m²
R1720000,N/A,1,32m²
R1250000,2,1,N/A
R15950000,4,3,428m²
R2800000,1,1,62m²
R24995000,4,4,398m²
R1500000,2,1,52m²
R1035000,0.5,1,30m²
N/A,N/A,N/A,N/A
R21995000,3,2.5,132m²
R2650000,3,3,496m²
R650000,2,1,39m²
R15000000,N/A,N/A,2127m²
R2895000,1,1,51m²
R2900000,4,2,596m²
R12048000,N/A,N/A,483m²
R1550000,N/A,N/A,42m²
R3190000,N/A,N/A,126m²
R5300000,3,3,744m²
R2900000,4,2,596m²
R1099000,3,1,199m²
R10450000,3,3.5,1495m²
R19900000,4,2,8340m²
R3950000,2,2,108m²
R21900000,4,4.5,642m²
R795000,1,1,30m²
R1650000,1,1,45m²
R950000,1,1,44m²
R1450000,3,3,425m²
R1575000,1,1,49m²
N/A,N/A,N/A,N/A
R1395000,1,1,N/A
R39000000,6,6,648m²
R8950000,N/A,N/A,443m²
R39000000,6,6,648m²
R1850000,3,2,102m²
R1395000,1,1,42m²
R3250000,N/A,N/A,N/A
R2995000,1.5,1.5,121m²
R2995000,2,2,121m²
R4550000,2,2,90m²
R5600000,3,2,528m²
R1850000,2,1,190m²
R14750000,N/A,N/A,827m²
R28950000,3,3,625m²
R4195000,2,2,84m²
R1949000,2,1,82m²
R10950000,4,4,1352m²
R2400000,2,1,88m²
R2759000,1,1,42m²
R3395000,3,2,671m²
R1925000,6,4,481m²
N/A,N/A,N/A,N/A
R12500000,3,2,174m²
R1625000,1,1,70m²
R4447500,N/A,N/A,297m²
R1195000,2,1,91m²
R980000,3,1,N/A
R2195000,3,2,495m²
R1595000,2,1,59m²
R630000,2,1,56m²
R500000,2,1,57m²
R1695000,2,1,70m²
R1650000,2,1,57m²
R1300000,0.5,1,43m²
R6495000,4,4,175m²
R12950000,4,4,329m²
R2195000,1,1,48m²
R725000,N/A,N/A,12m²
R990000,2,1,55m²
R2550000,1,1,62m²
R1800000,3,2,95m²
R5495000,3,2,272m²
R1300000,0.5,1,43m²
N/A,N/A,N/A,N/A
