Price,Bedrooms,Bathrooms,Size
R7450000,14,12,1250m²
R5500000,N/A,N/A,351m²
R7600000,2,2,361m²
R24900000,5,5.5,1748m²
R3500000,2,1,98m²
N/A,N/A,N/A,N/A
R16900000,2,2,342m²
R2850000,20,12,N/A
R2695000,1,1,50m²
R10799000,2,2,151m²
R35000000,5,4.5,1049m²
R2995000,3,2,668m²
R1850000,0.5,1,40m²
R2399000,4,2,446m²
R5400000,3,2,167m²
R2399000,4,2,446m²
R8400000,N/A,N/A,392m²
R5750000,3,3.5,808m²
R1950000,5,3,496m²
R24000000,4,4.5,462m²
R2620000,1,1,43m²
R85000000,6,7,1156m²
R15990000,5,5.5,2551m²
R1830000,3,2,476m²
R27500000,N/A,N/A,3400m²
R1650000,1,1,66m²
R1900000,1,1.5,49m²
N/A,N/A,N/A,N/A
R1250000,2,1,N/A
R4495000,1,1,63m²
R2395000,2,1,76m²
R27500000,N/A,N/A,3500m²
R2395000,3,1.5,135m²
R22000000,4,5,1364m²
R2100000,0.5,1,44m²
R1795000,4,2,135m²
R2550000,5,3,620m²
R1700000,2,1,63m²
R2395000,1,1,46m²
R2299000,1,1,66m²
R1375000,N/A,N/A,125m²
R3195000,4,3,756m²
R1495000,4,2,285m²
R7250000,4,4,496m²
R2550000,5,3,620m²
R3550000,2,2,102m²
R1350000,N/A,1,31m²
R2900000,2,1,N/A
R1600000,2,2,81m²
N/A,N/A,N/A,N/A
R8500000,3,3.5,223m²
R1650000,1,1,N/A
R3950000,3,1,433m²
R5995000,3,2,206m²
R7500000,5,5,2532m²
R550000,1,1,33m²
R13950000,2,2,226m²
R2500000,2,2,59m²
R3950000,3,2,145m²
R3400000,N/A,N/A,149m²
R1750000,1,1,41m²
R6999999,3,3,212m²
R1950000,0.5,1,42m²
R3999000,2,3,103m²
R13950000,4,3,493m²
R550000,1,1,33m²
R20718000,N/A,N/A,535m²
R2400000,N/A,N/A,125m²
R3250000,2,2,88m²
R6900000,3,2,356m²
R1600000,1,1,33m²
N/A,N/A,N/A,N/A
R1200000,1,1,43m²
R7840000,2,2,120m²
R1450000,2,1,61m²
R2300000,2,1.5,82m²
R1795000,2,2,65m²
R1500000,0.5,1,37m²
R1300000,1,1,25m²
R1476000,N/A,N/A,246m²
R1800000,3,2,329m²
R7840000,2,2,120m²
R1750000,4,2.5,638m²
R5980000,2,2,70m²
R1895000,4,3.5,424m²
R2050000,8,5,844m²
R9000000,N/A,N/A,1410m²
R2500000,2,1,97m²
R2100000,4,3,480m²
R1300000,4,3,472m²
R5195000,6,5,559m²
R530000,N/A,N/A,57m²
R1700000,1,1,61m²
N/A,N/A,N/A,N/A
R10950000,3,3,334m²
R11850000,3,3,283m²
R395000,1,1,30m²
R2200000,6,2,576m²
R980000,2,1,58m²
R2300000,4,3,449m²
R10950000,4,2,595m²
R3500000,2,2,93m²
R2950000,2,1,57m²
R1275000,0.5,1,36m²
R3495000,2,2,73m²
R2295000,2,1,64m²
R3350000,1,1,53m²
R10950000,4,2,595m²
R580000,1,1,44m²
R3250000,2,2,86m²
R898000,3,1,88m²
R21950000,4,4,853m²
R2250000,2,2,65m²
R2795000,3,2,279m²
R16995000,3,3,535m²
N/A,N/A,N/A,N/A
R2395000,5,5,446m²
R1850000,2,1,60m²
R1245000,0.5,1,40m²
R7495000,3,2,181m²
R1449000,3,1,96m²
R5995000,2,2,127m²
R7990000,4,3.5,632m²
R650000,3,1,180m²
R4000000,2,1,99m²
R675000,N/A,N/A,200m²
R250000,2,1,140m²
R990000,1,1,24m²
R1900000,N/A,N/A,80m²
R5395000,N/A,N/A,379m²
R1000000,3,1,300m²
R985000,2,1,N/A
R5740000,1,1,82m²
R23500000,4,4,903m²
R4950000,2,1,101m²
R8900000,2,1,67m²
R250000,2,1,140m²
N/A,N/A,N/A,N/A
R2550000,6,6,557m²
R4750000,2,2,100m²
R11995000,4,3,810m²
R3000000,1,1,46m²
R4350000,2,2,91m²
R3900000,N/A,N/A,N/A
R4350000,2,2,91m²
R800000,2,1,187m²
R4300000,2,2,108m²
R1499000,3,2,247m²
R17995000,4,3.5,9105m²
R38000000,6,6.5,5612m²
R1195000,1,1,33m²
R4995000,2,1,77m²
R1145000,0.5,1,46m²
R1800000,3,1,347m²
R2500000,1.5,1,68m²
R895000,N/A,1,37m²
R800000,1,1,34m²
R7200000,2,2,281m²
R1750000,3,1,313m²
N/A,N/A,N/A,N/A
R620000,2,1,55m²
R1850000,1,2,61m²
R1731000,2,1,41m²
R19950000,5,5.5,8179m²
R16800000,4,4,489m²
R3750000,N/A,N/A,250m²
R5350000,2,2,87m²
R5800000,2,2,85m²
R18950000,6,5,876m²
R945000,2,1,47m²
R1950000,2,1.5,141m²
R1325000,1,1,64m²
R8700000,N/A,N/A,1422m²
R5800000,2,2,85m²
R1470000,N/A,N/A,246m²
R2995000,2,1,88m²
R2050000,0.5,1,36m²
R8000000,N/A,N/A,N/A
R875000,1,1,35m²
R10200000,2,2.5,N/A
R1250000,2,1,39m²
N/A,N/A,N/A,N/A
R2700000,0.5,1,83m²
R1145000,2,1,38m²
R2200000,2,1,62m²
R2980000,3,2,104m²
R3150000,2,2,88m²
R1300000,1,1,55m²
R18950000,6,6,908m²
R2395000,1,1,66m²
R385000,3,1,128m²
R2150000,2,2,72m²
R9950000,3,2,187m²
R5995000,2,2,102m²
R2395000,3,2.5,102m²
R12995000,5,5.5,354m²
R2295000,4,3,617m²
R2395000,3,1,661m²
R2980000,3,2,104m²
R1195000,1,1,63m²
R38000000,8,7,1017m²
R17000000,N/A,N/A,1182m²
R12000000,12,8,648m²
N/A,N/A,N/A,N/A
R2200000,1,1,29m²
R9000000,N/A,N/A,1000m²
R67200000,N/A,N/A,2100m²
R1850000,0.5,1,45m²
R1255000,2,1,38m²
R2200000,2,1,62m²
R1999000,1,1,53m²
R19900000,4,4,259m²
R2200000,1,1,29m²
R710000,3,2,N/A
R1695000,1,1,26m²
R1239088,3,2,79m²
R1495000,1,1,31m²
R15750000,3,2,209m²
R54000000,6,7,8971m²
R8990000,4,4,1174m²
R1600000,2,1,75m²
R1650000,1,1,49m²
R3995000,2,2.5,135m²
R999000,1,1,57m²
R925000,2,1,39m²
N/A,N/A,N/A,N/A
R5950000,3,2.5,139m²
R3000000,1,1,51m²
R21500000,5,4.5,496m²
R2100000,4,2,496m²
R449000,4,1,136m²
R3100000,3,2,496m²
R2500000,2,2,N/A
R5700000,2,2,96m²
R11950000,3,2,240m²
R4300000,N/A,N/A,330m²
R1143000,1,1,24m²
R1500000,1,1,50m²
R3995000,3,2.5,476m²
R8900000,N/A,N/A,292m²
R800000,2,1,55m²
R7499999,5,4,438m²
R7990000,3,3,216m²
R1295000,2,1.5,77m²
R900000,2,1,56m²
R449000,4,1,136m²
R1500000,4,2.5,162m²
N/A,N/A,N/A,N/A
R26950000,N/A,N/A,349m²
R4100000,2,2,156m²
R990000,2,1,55m²
R2000000,1,1,40m²
R2200000,5,2,N/A
R85000000,14,14,16180m²
R2995000,3,2.5,625m²
R3200000,N/A,N/A,365m²
R8125000,2,2,131m²
R1595000,1,1,N/A
R36995000,5,5,863m²
R1495000,N/A,1,41m²
R845000,1,1,32m²
R10995000,2,2.5,112m²
R8900000,N/A,N/A,1420m²
R3495000,6,4,755m²
POA,N/A,N/A,4600m²
R2450000,9,9,486m²
R36995000,5,5,863m²
R490000,2,1,212m²
R2975000,3,1.5,200m²
N/A,N/A,N/A,N/A
R595000,0.5,1,22m²
R1595000,1,1,45m²
R19950000,6,5.5,4119m²
R3450000,2,1.5,97m²
POA,N/A,N/A,N/A
R1595000,1,1,45m²
R3790000,7,4.5,496m²
R13500000,4,4,420m²
R1000000,1,1,41m²
R725000,2,1,129m²
R2500000,2,2,297m²
R2000000,N/A,1,35m²
R3500000,1,2,143m²
R79500000,6,7.5,1521m²
R2100000,3,2,481m²
R1599000,3,2,153m²
R3895000,4,3,776m²
R35000000,7,9,4244m²
R1995000,4,1.5,357m²
R1645000,2,2,66m²
R670000,2,1,57m²
N/A,N/A,N/A,N/A
R5995000,3,3,230m²
R3950000,3,3,N/A
R1795000,1,1,58m²
R2600000,2,1,N/A
R4495000,2,2,133m²
R865000,3,1,76m²
R1350000,2,1,93m²
R1045000,1,1,39m²
R3295000,2,1,70m²
R3000000,2,1,87m²
POA,N/A,N/A,282m²
R865000,3,1,76m²
R13500000,2,2,157m²
R3392000,4,2.5,191m²
R2250000,5,3,N/A
R3450000,3,2,145m²
R1690000,1,1,46m²
R14500000,1,1.5,138m²
R1395000,0.5,1,46m²
R1495000,0.5,1,21m²
R7200000,N/A,N/A,468m²
N/A,N/A,N/A,N/A
R2195000,2,1,67m²
R1745000,5,3.5,352m²
R2400000,2,1,57m²
R6495000,2,1,86m²
R4695000,2,2,86m²
R1095000,1,1,43m²
R850000,2,1,66m²
R3200000,1,1,51m²
R2395000,5,3,457m²
R14850000,4,3.5,537m²
R3200000,1,1,51m²
R1395000,3,1,154m²
R1250000,N/A,1,25m²
R2495000,2,1,67m²
R13950000,2,2,149m²
R4500000,3,2,228m²
R2750000,5,3.5,583m²
R3300000,3,1,496m²
R5850000,3,3.5,300m²
R1750000,2,2,N/A
R990000,2,1,56m²
N/A,N/A,N/A,N/A
R1400000,2,1,63m²
R1400000,2,1,63m²
R1195000,2,1,62m²
R2895000,2,1,83m²
R1250000,2,1,59m²
R2500000,1,1,46m²
R5495000,3,2.5,255m²
R2300000,1,1,222m²
R1585000,1,1,56m²
R2795000,2,1,70m²
R499000,1,1,30m²
R14995000,4,4.5,1615m²
R1150000,N/A,1,27m²
R1650000,1,1,N/A
R2650000,4,2,226m²
R6995000,3,2,230m²
R2850000,1,1,65m²
R2300000,1,1,48m²
R1695000,0.5,1,33m²
R5350000,3,3.5,330m²
R799900,2,1,49m²
N/A,N/A,N/A,N/A
R4900000,2,2,110m²
R590000,1,1,61m²
R2800000,3,2,913m²
R2569000,2,1,134m²
R2650000,2,1,81m²
R2495000,2,1,200m²
R3600000,N/A,N/A,175m²
R599000,5,1,138m²
R10950000,2,1.5,90m²
R2750000,4,2,150m²
R23491000,N/A,N/A,700m²
R1595000,N/A,N/A,89m²
R999000,2,1,462m²
R2295000,3,1,88m²
R1195000,3,2,109m²
R2495000,2,1,200m²
R1150000,2,2,150m²
R695000,2,1,176m²
R8645000,N/A,N/A,260m²
R1255000,2,1,61m²
R3995000,2,1,76m²
N/A,N/A,N/A,N/A
R2499999,3,1,500m²
R2400000,3,2.5,133m²
R1750000,2,1,64m²
R3400000,4,2,447m²
R870000,1,1,38m²
R4150000,2,1.5,90m²
R6300000,3,3,109m²
R1595000,2,1,99m²
R695000,N/A,1,30m²
R1925000,1,1,35m²
R160000000,5,6,1687m²
R3200000,6,2,N/A
R1885000,2,2,70m²
R1070000,1,1,40m²
R4950000,N/A,N/A,112m²
R2950000,1,1,71m²
R650000,2,1,50m²
R3400000,4,2,447m²
R5250000,N/A,N/A,490m²
R2950000,2,1,67m²
R1495000,3,2,305m²
N/A,N/A,N/A,N/A
R2299000,1,1,82m²
R49000000,5,6.5,3860m²
R4695000,2,2,90m²
R2750000,1,1,67m²
R1550000,2,1,200m²
R4950000,3,2,833m²
R2610000,1,1,58m²
R2500000,3,2,N/A
R1845000,0.5,1,47m²
R4100000,6,3,420m²
R2595000,3,2,N/A
R2700000,2,1,60m²
R11350000,N/A,N/A,500m²
R8700000,4,3,463m²
R2500000,3,2,N/A
R9500000,2,2.5,131m²
R1299000,3,2,420m²
R990000,2,1,600m²
R1425000,1,1,55m²
POA,0.5,1,39m²
R18000000,5,4.5,2626m²
N/A,N/A,N/A,N/A
R3795000,2,2,N/A
R5495000,4,4,223m²
R4200000,N/A,N/A,3968m²
R1425000,2,1,64m²
R19995000,3,2.5,213m²
R2700000,1,1,55m²
R850000,0.5,1,34m²
R3950000,4,3,766m²
R1195000,1,1,51m²
R1450000,2,2,61m²
R1550000,2,2,96m²
R820000,2,1,43m²
R1595000,1,1,60m²
R24990000,3,3.5,432m²
R850000,0.5,1,34m²
R550000,2,1,99m²
R3950000,2,1,107m²
R6290000,4,2,424m²
R1850000,3.5,1,197m²
R13299000,N/A,N/A,1209m²
R2600000,2,2,92m²
N/A,N/A,N/A,N/A
R15525000,3,3,343m²
R2795000,2,1,85m²
R5100000,2,2,112m²
POA,N/A,N/A,40000m²
R3950000,N/A,N/A,32406m²
R2100000,1,1,46m²
R799000,3,1,435m²
R4445000,3,2,125m²
R22000000,3,3.5,577m²
R2099000,2,1,115m²
R250000,N/A,N/A,246m²
POA,N/A,N/A,25000m²
R1850000,0.5,1,44m²
R2250000,1.5,1.5,63m²
R8000000,N/A,N/A,1876m²
R1499000,3,2,370m²
R1150000,0.5,1,25m²
R1800000,1,1,35m²
R11495000,5,3.5,743m²
R15525000,3,3,343m²
R1045000,1,1,59m²
N/A,N/A,N/A,N/A
R1799950,2,2,65m²
R1600000,3,1,252m²
R790000,1,1,N/A
R1350000,3,2,313m²
R17695000,9,11,357m²
R1530000,2,1,75m²
R2499000,N/A,1,46m²
R2100000,2,1,71m²
R2395000,4,2,625m²
R2495000,5,4,480m²
R9995000,2,2.5,190m²
R1150000,0.5,1,35m²
R2200000,1,1,64m²
R21999995,N/A,N/A,857m²
R2395000,4,2,625m²
R1650000,1,2,72m²
R5700000,2,2,80m²
R1270000,1,1,58m²
R3299000,1,1,52m²
R1143000,0.5,1,21m²
R2500000,2,1,55m²
N/A,N/A,N/A,N/A
R2195000,4,2,495m²
R3950000,2,2.5,107m²
R1095000,1,1,36m²
R3100000,N/A,N/A,320m²
R1095000,1,1,49m²
R1395000,3,1,264m²
R1650000,3,1,223m²
R2150000,5,3.5,496m²
R11850000,4,3.5,819m²
R46000000,6,6.5,400m²
R2050000,1,1,62m²
R4250000,2,2,81m²
R4499000,2,2,74m²
R895000,2,1,44m²
R1100000,1,1,N/A
R6180000,N/A,N/A,322m²
R1495000,3,2,160m²
R1900000,5,3,250m²
R930000,2,1,52m²
R1695000,2,2,68m²
R1100000,1,1,N/A
N/A,N/A,N/A,N/A
R1535000,2,1.5,57m²
R5900000,N/A,N/A,5470m²
R17995000,3,3,204m²
R1900000,3,1,100m²
R2500000,2,1,71m²
R5650000,3,3,130m²
R34950000,3,2,215m²
R3700000,6,3.5,644m²
R2650000,3,2,128m²
R1400000,3,1,510m²
R5900000,N/A,N/A,5470m²
R2590000,1,N/A,65m²
R899000,4,2,N/A
R13965000,N/A,N/A,1362m²
R1200000,N/A,1,2m²
R3975000,2,1.5,90m²
R1085000,1,1,40m²
R220000,N/A,N/A,245m²
R2195000,1,2,82m²
R5495000,3,3.5,199m²
R1595000,3,1,510m²
N/A,N/A,N/A,N/A
R2250000,4,3,542m²
R2490000,1,1,143m²
R1290000,3,1,N/A
R1425000,1,1,56m²
R1495000,3,1.5,103m²
R949000,0.5,1,30m²
R3550000,2,2,98m²
R1250000,2,1,72m²
R8000000,N/A,N/A,368m²
R1399000,2,1,60m²
R6295000,3,2,130m²
R1495000,N/A,N/A,110m²
R2100000,2,2,63m²
R2750000,2,1,65m²
R9500000,3,3.5,190m²
R3995000,2,2,76m²
R9750000,3,3.5,224m²
R1300000,1,1,45m²
R1495000,3,1.5,103m²
R950000,N/A,1,37m²
R949000,2,1,63m²
N/A,N/A,N/A,N/A
R11500000,N/A,N/A,641m²
R13995000,3,3,156m²
R6995000,2,2,N/A
R2295000,2,1,85m²
R2295000,2,1,85m²
R15900000,4,3.5,445m²
R1999999,4,1.5,478m²
R12995000,3,2.5,195m²
R2599000,1,1,46m²
R4150000,2,2,90m²
R49000000,4,4.5,1275m²
R1990000,2,1,76m²
R1595000,2,1,63m²
R2395000,3,2,132m²
R1900000,1,1,70m²
R920000,0.5,1,41m²
R3750000,2,2,77m²
R3149999,N/A,N/A,326m²
R2100000,4,2,170m²
R1595000,2,1,75m²
R1695000,3,1.5,277m²
N/A,N/A,N/A,N/A
R625000,N/A,1,36m²
R695000,2,1,101m²
R2497000,6,6,455m²
R1100000,2,1,68m²
R2195000,2,1,111m²
R2199000,2,2,69m²
R2200000,3,1,481m²
R2299000,2,1,70m²
R300000,2,1,98m²
R1600000,4,2,443m²
R1650000,2,1,88m²
R2199000,2,2,69m²
R2700000,1,1,72m²
R1150000,2,2,240m²
R14900000,5,4,606m²
R690000,2,1,N/A
R2700000,5,3,348m²
R600000,2,1,49m²
R2650000,1,1,46m²
R3230000,2,1,92m²
R32700000,4,6,994m²
N/A,N/A,N/A,N/A
R795000,4,2,189m²
R3350000,2,2,88m²
R4950000,2,2,86m²
R1250000,2,1,58m²
R1995000,1,1,36m²
R2495000,2,1,67m²
R13950000,N/A,N/A,470m²
R1155000,2,1,80m²
R1999000,3,2,429m²
R44519925,N/A,N/A,1400m²
R2995000,2,2,94m²
R8750000,3,2.5,254m²
R1395000,1,1,52m²
R13950000,N/A,N/A,470m²
R1980000,2,1.5,91m²
R3599999,2,2,88m²
R4199000,2,1,79m²
R5399000,N/A,N/A,1ha
R4495000,3,1.5,121m²
R1350000,3,1,302m²
R1325000,1,1,37m²
N/A,N/A,N/A,N/A
R13995000,5,3,2887m²
R12850000,2,2.5,127m²
R1750000,2,1,87m²
R4225000,N/A,N/A,130m²
R970000,2,2,213m²
R7800000,3,2,177m²
R2150000,3,2,99m²
R749000,2,1,54m²
R2150000,5,3.5,496m²
R5995000,4.5,3,991m²
R3595000,4,2,1088m²
R2150000,2,1,149m²
R12950000,3,2,165m²
R1499000,1,1,N/A
R2600000,3,2,397m²
R970000,2,2,213m²
R2595000,4,1,189m²
R2495000,1,1,97m²
R3900000,3,2.5,110m²
R1650000,1,1,62m²
R2850000,0.5,1,39m²
N/A,N/A,N/A,N/A
R1950000,2,2,79m²
R839000,2,1,50m²
R3000000,3,2,116m²
R4490000,2,2.5,119m²
R5495000,2,2,69m²
R1695000,1,1,N/A
R6050000,2,2,88m²
R1695000,3,2,117m²
R3499000,1,1,57m²
R203287000,N/A,N/A,5274m²
R4995000,3,2,200m²
R10853000,2,2,125m²
R1860000,3,1,112m²
R1595000,3,2,140m²
R2849000,2,2,73m²
R1695000,1,1,42m²
R2635000,2,2,122m²
R699000,2,1,N/A
R2100000,3,1.5,240m²
R1695000,1,1,N/A
R3308000,N/A,N/A,318m²
N/A,N/A,N/A,N/A
R33000000,3,4,260m²
R1675000,1,1,87m²
R1550000,3,1,250m²
R1499000,1,1,20m²
R1350000,1,1,N/A
R4995000,N/A,N/A,800m²
R2600000,4,2.5,225m²
R19995000,3,3.5,183m²
R2450000,1,1,52m²
R2695000,3,2.5,108m²
R1650000,7,5,496m²
R3300000,4,2,689m²
R1125000,0.5,1,40m²
R14000000,6,6,362m²
R1999999,2,1,N/A
R1550000,3,1,250m²
R1425000,2,2,84m²
R23950000,5,4,3357m²
R16500000,7,7.5,1929m²
R1250000,N/A,1,25m²
R1250000,1,1,42m²
N/A,N/A,N/A,N/A
R3650000,3,2,351m²
R1950000,2,2,81m²
R1995000,2,1,65m²
R8950000,1,1.5,144m²
R2995000,1,1,69m²
R2500000,2,1,73m²
R7150000,2,2,N/A
R1195000,2,1,125m²
R1500000,3,2,469m²
R790000,3,1,N/A
R11995000,8,7,1140m²
R320000,2,1,82m²
R3100000,4,2,N/A
R4000000,3,3.5,120m²
R1200000,1,1,42m²
R1150000,3,1,366m²
R1350000,2,2,90m²
R2190000,5,3,479m²
R1150000,3,1,366m²
R4550000,2,2,158m²
R1450000,4,2,338m²
N/A,N/A,N/A,N/A
POA,N/A,N/A,57m²
R7995000,3,2,170m²
R3000000,4,2,500m²
R1900000,0.5,1,40m²
R1499999,3,1.5,315m²
R19800000,6,6.5,595m²
R1249000,3,2,188m²
R1895000,2,2,62m²
R2200000,2,2,68m²
R2245000,3,2,88m²
R91000000,N/A,N/A,5.2ha
R6500000,6,4.5,496m²
R1950000,N/A,1,26m²
R1750000,1,1,73m²
R6500000,6,4.5,496m²
R1595000,0.5,1,51m²
R2250000,2,2,65m²
R2400000,2,2,71m²
POA,N/A,N/A,292m²
R2595000,2,2,92m²
R2640000,1,1,50m²
N/A,N/A,N/A,N/A
R9000000,N/A,N/A,309m²
R3950000,3,2,202m²
R8250000,3,3.5,325m²
R2600000,1,1,65m²
R1050000,3,2,495m²
R2195000,3,2,177m²
R499000,1,1,30m²
R2650000,1,1,41m²
R650000,2,1,60m²
R2600000,1,1,49m²
R3295000,3,1,N/A
R2600000,1,1,49m²
R3100000,2,1,72m²
R990000,1,1,N/A
R36000000,5,4,4738m²
R9999000,3,2.5,654m²
R1995000,1,1,43m²
R680000,2,1,54m²
R3600000,1,1,140m²
R2800000,1,1,55m²
R1595000,2,1.5,95m²
N/A,N/A,N/A,N/A
R23995000,5,4,413m²
R1850000,1,1,65m²
R2600000,2,1,77m²
R5500000,3,3,154m²
R2990000,1,1,N/A
R13999000,3,3.5,314m²
R1295000,1,1,39m²
R8600000,4,3,1030m²
R7350000,N/A,N/A,1421m²
R1095000,0.5,1,35m²
R775000,N/A,1,43m²
R1295000,1,1,39m²
R1490000,1,1,65m²
R1095000,1,1,66m²
R2395000,3,1,599m²
R3250000,3,1,301m²
R1200000,2,1,N/A
R9250000,N/A,N/A,679m²
R7750000,3,2.5,140m²
R10945000,N/A,N/A,780m²
R2295000,3,2,117m²
N/A,N/A,N/A,N/A
R2000000,2,1,61m²
R1399000,4,2,275m²
R9995000,1,1,111m²
R1595000,0.5,1,41m²
R3795000,2,2,114m²
R29950000,5,4.5,771m²
R6399000,N/A,N/A,233m²
R7800000,N/A,N/A,222m²
R3121000,1,1,46m²
R3795000,2,2,114m²
R1550000,N/A,N/A,N/A
R3795000,4,2,396m²
R950000,1,1,39m²
R995000,3,1,250m²
R4450000,2,2,97m²
R3900000,2,2,77m²
R1475000,3,1,69m²
R849000,2,1,292m²
R5995000,2,2,92m²
R1490000,1,1,70m²
R7200000,3,2,497m²
N/A,N/A,N/A,N/A
R9500000,2,1,82m²
R34950000,4,5,340m²
R1390000,0.5,1,43m²
R10950000,2,2.5,184m²
R1199999,3,1,N/A
R2450000,4,3,163m²
R4295000,2,2,86m²
R12500000,N/A,N/A,4610m²
R6500000,N/A,N/A,356m²
R767000,N/A,1,28m²
R3400000,N/A,N/A,135m²
R1095000,1,1,31m²
R53000000,4,5,8137m²
R1395000,1,1,34m²
R10950000,2,2.5,184m²
R950000,3,1,219m²
R1295000,1,1,46m²
R1700000,1,1,43m²
R1749000,1,1,N/A
R1195000,3,2,264m²
R895000,5,3,551m²
N/A,N/A,N/A,N/A
R2180000,2,2,79m²
R3495000,4,2,331m²
R2395000,2,1,83m²
R27500000,5,4,7779m²
R699900,2,1,38m²
R850000,2,1,150m²
R2195000,2,2,81m²
R1500000,3,2,125m²
R3995000,3,1.5,793m²
R1350000,2,1,74m²
R1500000,3,2,125m²
R6250000,4,2,1205m²
R6495000,3,2,147m²
R13000000,10,10,1549m²
R5850000,N/A,N/A,3024m²
R2390000,2,2.5,82m²
R21500000,4,4.5,405m²
R5500000,1,1,75m²
R5995000,12,10,1337m²
R5750000,2,2,N/A
R28000000,6,7,827m²
N/A,N/A,N/A,N/A
R2090000,2,2,75m²
R3495000,N/A,N/A,201m²
R4275000,2,1,99m²
R2100000,0.5,1,32m²
R850000,2,1,N/A
R2850000,2,1,114m²
R1500000,1,1,65m²
R1295000,3,1,313m²
R2100000,0.5,1,32m²
R1995000,2,2,65m²
R3250000,3,2,143m²
R1095000,1,1,49m²
R990000,2,1,468m²
R33000000,8,6,3882m²
R7900000,N/A,N/A,660m²
R7650000,3,3,478m²
R25900000,N/A,N/A,1300m²
R2495000,1,1,51m²
R2900000,1,1,64m²
R3750000,2,1,100m²
R1650000,0.5,1,31m²
N/A,N/A,N/A,N/A
R2850000,4,1.5,579m²
R7200000,4,2.5,950m²
R1950000,3,1,602m²
R2145000,2,1,71m²
R12000000,3,2.5,514m²
R3500000,N/A,N/A,262m²
R5500000,6,2,459m²
R1695000,0.5,1,43m²
R1695000,0.5,1,43m²
R2850000,N/A,N/A,107m²
R6995000,5,4,1350m²
R3200000,2,1,76m²
R899999,2,1,150m²
R2390000,1,1,44m²
R3600000,2,2,72m²
R1190000,N/A,N/A,39m²
R1975000,1,1,42m²
R8308750,4,3.5,225m²
R2850000,N/A,N/A,107m²
R2900000,2,2,78m²
R16000000,N/A,N/A,450m²
N/A,N/A,N/A,N/A
R2325000,1,1,42m²
R1495000,1,1,44m²
R2399000,2,1,132m²
R5400000,5,3.5,917m²
R1395000,2,1,52m²
POA,N/A,N/A,3235m²
R2395000,3,1.5,141m²
R3737500,2,2,75m²
R2150000,2,2,60m²
R2195000,4,3,648m²
R3350000,2,2,121m²
R1899999,2,1,86m²
R15949000,3,3,229m²
R6850000,10,6,591m²
R4800000,3,2,894m²
R1899999,2,1,86m²
R679000,2,1,59m²
R1300000,2,1,81m²
R5300000,4,2,745m²
R1998000,6,3,313m²
R2750000,1,1,62m²
N/A,N/A,N/A,N/A
R12575000,3,3,155m²
R2600000,N/A,N/A,129m²
R10900000,3,3,139m²
R2800000,3,2,210m²
R2995000,2,2,67m²
R3950000,2,2,278m²
R1500000,1,1,47m²
R1520000,N/A,1,45m²
R850000,2,1,186m²
R2799000,2,1,105m²
R10950000,4,4,604m²
R10900000,3,3,139m²
R1800000,1,1,42m²
R7995000,4,3,1215m²
R2300000,0.5,1,35m²
R699000,3,1,N/A
R4250000,2,2,85m²
R2450000,2,2,381m²
R8795000,2,2,147m²
R1450000,1,1,62m²
R4595000,2,1,92m²
N/A,N/A,N/A,N/A
R1325000,1,1,76m²
R1325000,N/A,1,41m²
R15950000,N/A,N/A,670m²
R5750000,8,4,1366m²
R2130000,3,2,310m²
R8500000,3,3,139m²
R32500000,3,2.5,763m²
R2950000,3,1.5,275m²
R5750000,8,4,1366m²
R2095000,2,1.5,91m²
R17450000,N/A,N/A,6047m²
R5495000,2,2,110m²
R949999,3,2,152m²
R1350000,2,1,58m²
R2375000,N/A,N/A,55m²
R3200000,5,2,256m²
R57500000,4,2.5,1148m²
R1795000,4,2,495m²
R3595000,2,1,81m²
R1500000,N/A,N/A,1606m²
R1590000,1,1,52m²
N/A,N/A,N/A,N/A
R18990000,3,3,305m²
R3950000,2,1,186m²
R3250000,2,1,92m²
R3499000,3,2,366m²
R1268768,1,1,41m²
R2195000,3,2,231m²
R2200000,1,1,52m²
R5999999,3,2,765m²
R1495000,1,1,43m²
R1950000,0.5,1,36m²
R2195000,0.5,1,33m²
R1375000,1,1,61m²
R1350000,0.5,1,N/A
R3250000,2,1,92m²
R2850000,N/A,1,45m²
R1290000,2,2,77m²
R1150000,2,1,77m²
R2800000,2,1,90m²
R2699000,2,2,61m²
R840000,0.5,1,19m²
R29000000,N/A,N/A,820m²
N/A,N/A,N/A,N/A
R10795000,N/A,N/A,6350m²
R1599000,3,2,320m²
R35000000,5,5,863m²
R1595000,2,1,104m²
R1125000,1,1,41m²
R950000,N/A,N/A,503m²
R2990000,N/A,N/A,16202m²
R1750000,3,4,140m²
R1500000,2,2,148m²
R1599000,3,2,320m²
R1995000,2,1,365m²
R2099000,2,1,93m²
R1600000,3,2,N/A
R2450000,6,3,480m²
R2250000,2,2,N/A
R1625000,1,1,74m²
R1850000,4,1.5,496m²
R10500000,3,3,N/A
R2195000,1,1.5,85m²
R3990000,1,1,40m²
R18000000,N/A,N/A,9602m²
N/A,N/A,N/A,N/A
R2495000,4,2,576m²
R2100000,3,1,105m²
R2900000,7,5,975m²
R1950000,2,1,60m²
R1980000,1,1,43m²
R1999000,4,3,844m²
R1985000,1,1,43m²
R34950000,5,5.5,1500m²
R5750000,5,5.5,754m²
R5590000,N/A,N/A,209m²
R2490000,4,2,226m²
R2200000,5,3,450m²
R27500000,4.5,5,405m²
R1599000,N/A,1,60m²
